FileID,CrashSeverity,County,CrashDate,PrimaryStreet,Distance,Direction,Weather,NumberOfFatalities,NumberOfInjured,CrashType,FirstVehicleType,FirstVehicleDirection,FirstDriverAge,FirstVehicleLane,FirstVehicleAction,FirstDriverCondition,SecondVehicleType,SecondVehicleDirection,SecondDriverAge,SecondVehicleLane,SecondVehicleAction,SecondDriverCondition,RoadCondition,Lighting,AgencyName,PedestrianInvolved
270,INJURY CRASH,CLARK,1/4/16,ELKHORN RD,20,W,CLEAR,0,1,REAR-END,CARRY-ALL,E,19,1,GOING STRAIGHT,APPARENTLY NORMAL,PICKUP,E,45,1,STOPPED,APPARENTLY NORMAL,DRY,DARK - SPOT LIGHTING,LVMPD,NO
288,INJURY CRASH,CLARK,1/4/16,W DORRELL LN,700,W,RAIN,0,1,REAR-END,CARRY-ALL,E,34,0,GOING STRAIGHT,APPARENTLY NORMAL,"HATCHBACK, 4 DOOR",E,40,0,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
313,PROPERTY DAMAGE ONLY,CLARK,1/4/16,CC215S,200,N,RAIN,0,0,"SIDESWIPE, OVERTAKING","TRACTOR TRUCK, DIESEL",S,38,1,GOING STRAIGHT,APPARENTLY NORMAL,CARRY-ALL,S,64,1,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
315,PROPERTY DAMAGE ONLY,CLARK,1/4/16,DURANGO DR TO US95S INT93,61,N,CLOUDY,0,0,REAR-END,"HARDTOP, 4 DOOR",S,18,1,GOING STRAIGHT,APPARENTLY NORMAL,PICKUP,S,27,1,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
318,INJURY CRASH,CLARK,1/4/16,N DURANGO DR,0,AT INT,CLOUDY,0,1,ANGLE,PICKUP,E,Unspecified,0,UNKNOWN,Unspecified,"SEDAN, 4 DOOR",N,25,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
242,PROPERTY DAMAGE ONLY,CLARK,1/4/16,N TOWN CENTER DR,0,AT INT,CLOUDY: RAIN,0,0,NON-COLLISION,VAN,S,67,0,NOT REPORTED,ILLNESS,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DAYLIGHT,LVMPD,NO
289,INJURY CRASH,CLARK,1/4/16,SR159,71,W,RAIN,0,1,REAR-END,PICKUP,E,65,1,CHANGING LANES,APPARENTLY NORMAL,"HARDTOP, 2 DOOR",E,22,1,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
291,INJURY CRASH,CLARK,1/4/16,SAHARA AVE,63,W,CLOUDY,0,3,ANGLE,CARRY-ALL,W,66,0,TURNING LEFT,APPARENTLY NORMAL,CARRY-ALL,E,57,0,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
300,INJURY CRASH,CLARK,1/4/16,FORT APACHE RD,251,N,CLOUDY,0,2,NON-COLLISION,"SEDAN, 4 DOOR",N,Unspecified,0,GOING STRAIGHT,Unspecified,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DARK - CONTINUOUS LIGHTING,LVMPD,NO
312,PROPERTY DAMAGE ONLY,CLARK,1/4/16,RAMPART BLVD TO SUMMERLIN PKWY W,5,E,CLEAR,0,0,NON-COLLISION,PICKUP,W,27,0,GOING STRAIGHT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",W,33,0,GOING STRAIGHT,APPARENTLY NORMAL,WET,DAYLIGHT,NHP,NO
235,PROPERTY DAMAGE ONLY,CLARK,1/4/16,SR582,50,S,CLOUDY: RAIN,0,0,NON-COLLISION,BUS,S,30,0,GOING STRAIGHT,APPARENTLY NORMAL,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DARK - SPOT LIGHTING,LVMPD,YES
240,INJURY CRASH,CLARK,1/4/16,MARYLAND PKWY,0,AT INT,CLOUDY: RAIN,0,1,ANGLE,CARRY-ALL,E,54,0,TURNING LEFT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",S,42,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
259,PROPERTY DAMAGE ONLY,CLARK,1/4/16,N PECOS RD,1100,N,CLOUDY,0,0,NON-COLLISION,PICKUP,N,25,0,GOING STRAIGHT,APPARENTLY NORMAL,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DAYLIGHT,LVMPD,NO
260,INJURY CRASH,CLARK,1/4/16,CARSON AVE,46,W,CLOUDY,0,1,REAR-END,"SEDAN, 4 DOOR",E,30,1,GOING STRAIGHT,HAD BEEN DRINKING,"SEDAN, 4 DOOR",E,44,1,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
261,INJURY CRASH,CLARK,1/4/16,SR612,380,N,CLOUDY,0,2,ANGLE,OTHER,E,Unspecified,2,TURNING LEFT,APPARENTLY NORMAL,CARRY-ALL,N,62,2,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
264,INJURY CRASH,CLARK,1/4/16,STEWART AVE,0,AT INT,CLOUDY,0,1,ANGLE,PICKUP,W,38,0,TURNING LEFT,HAD BEEN DRINKING: DRUG INVOLVEMENT,"SEDAN, 4 DOOR",E,45,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
275,INJURY CRASH,CLARK,1/4/16,IR15N,447,N,RAIN,0,1,REAR-END,"SEDAN, 4 DOOR",N,24,4,GOING STRAIGHT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",N,33,4,STOPPED,APPARENTLY NORMAL,DRY,DARK - SPOT LIGHTING,NHP,NO
296,INJURY CRASH,CLARK,1/4/16,E BONANZA RD,100,E,CLEAR,0,1,REAR-END,TOW TRUCK/WRECKER,W,42,1,GOING STRAIGHT,APPARENTLY NORMAL,"HARDTOP, 2 DOOR",W,35,1,STOPPED,APPARENTLY NORMAL,DRY,DARK - CONTINUOUS LIGHTING,LVMPD,NO
317,PROPERTY DAMAGE ONLY,CLARK,1/4/16,US95S TO FRCL53 N/S INT73,10,W,CLOUDY,0,0,"SIDESWIPE, OVERTAKING",CHASSIS AND CAB,S,51,0,OTHER,APPARENTLY NORMAL,CHASSIS AND CAB,S,31,0,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
248,PROPERTY DAMAGE ONLY,CLARK,1/4/16,SUMMERLIN TO US95N,2000,E,CLOUDY: RAIN,0,0,NON-COLLISION,"HATCHBACK, 4 DOOR",E,22,0,GOING STRAIGHT,APPARENTLY NORMAL,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,WET,DAYLIGHT,NHP,NO
249,PROPERTY DAMAGE ONLY,CLARK,1/4/16,US95S TO SR595N INT81,200,W,CLOUDY: RAIN,0,0,REAR-END,PICKUP,E,40,0,GOING STRAIGHT,APPARENTLY NORMAL,PICKUP,E,61,0,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
253,PROPERTY DAMAGE ONLY,CLARK,1/4/16,US95S TO SR595N/SR595S INT81,515,N,CLOUDY: RAIN,0,0,NON-COLLISION,"SEDAN, 4 DOOR",S,30,2,GOING STRAIGHT,APPARENTLY NORMAL,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DAYLIGHT,NHP,NO
276,INJURY CRASH,CLARK,1/4/16,RANCHO DR,0,AT INT,CLOUDY,0,2,ANGLE,"SEDAN, 2 DOOR",E,25,0,GOING STRAIGHT,APPARENTLY NORMAL,"SEDAN, 2 DOOR",S,62,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DARK - SPOT LIGHTING,NHP,NO
283,PROPERTY DAMAGE ONLY,CLARK,1/4/16,KANSAS AVE,25,W,RAIN,0,0,"SIDESWIPE, OVERTAKING",Unspecified,E,37,0,PASSING OTHER VEHICLE,Unspecified,"HATCHBACK, 4 DOOR",E,54,0,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
305,PROPERTY DAMAGE ONLY,CLARK,1/4/16,LAKE MEAD BLVD TO US95S INT82,1200,N,CLEAR,0,0,REAR-END,"SEDAN, 4 DOOR",S,24,2,GOING STRAIGHT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",S,47,2,STOPPED,APPARENTLY NORMAL,WET,DAYLIGHT,NHP,NO
307,PROPERTY DAMAGE ONLY,CLARK,1/4/16,SR574W/E TO US95S INT82B,800,N,CLOUDY,0,0,NON-COLLISION,PICKUP,S,65,0,GOING STRAIGHT,APPARENTLY NORMAL,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DAYLIGHT,NHP,NO
309,PROPERTY DAMAGE ONLY,CLARK,1/4/16,IR15N,1000,N,CLOUDY,0,0,ANGLE,CARRY-ALL,N,34,4,GOING STRAIGHT,"FELL ASLEEP, FAINTED, FATIGUED, ETC.",PICKUP,N,68,4,GOING STRAIGHT,APPARENTLY NORMAL,WET,DAYLIGHT,NHP,NO
310,INJURY CRASH,CLARK,1/4/16,SR589,0,AT INT,CLOUDY,0,1,ANGLE,CARRY-ALL,W,27,0,GOING STRAIGHT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",E,57,0,TURNING LEFT,APPARENTLY NORMAL,DRY,DARK - SPOT LIGHTING,NHP,NO
311,INJURY CRASH,CLARK,1/4/16,E SUMMERLIN PKWY,10,W,CLOUDY,0,1,NON-COLLISION,PICKUP,E,60,0,GOING STRAIGHT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",E,31,0,CHANGING LANES,APPARENTLY NORMAL,DRY,DARK - SPOT LIGHTING,NHP,NO
319,PROPERTY DAMAGE ONLY,CLARK,1/4/16,US95S,1000,W,CLOUDY,0,0,NON-COLLISION,PICKUP,S,45,3,GOING STRAIGHT,APPARENTLY NORMAL,PICKUP,S,Unspecified,3,GOING STRAIGHT,Unspecified,DRY,DAYLIGHT,NHP,NO
326,INJURY CRASH,CLARK,1/4/16,US95S TO SR595N INT81,900,W,CLEAR,0,1,NON-COLLISION,"SEDAN, 4 DOOR",S,58,0,NOT REPORTED,APPARENTLY NORMAL,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,WET,DAYLIGHT,NHP,NO
327,PROPERTY DAMAGE ONLY,CLARK,1/4/16,SR599 TO US95N INT77,75,N,RAIN,0,0,"SIDESWIPE, OVERTAKING","SEDAN, 4 DOOR",N,45,2,NOT REPORTED,APPARENTLY NORMAL,CARRY-ALL,N,65,2,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
328,PROPERTY DAMAGE ONLY,CLARK,1/4/16,US95S,50,N,CLOUDY,0,0,REAR-END,"SEDAN, 4 DOOR",S,37,0,GOING STRAIGHT,APPARENTLY NORMAL,CARRY-ALL,S,20,5,GOING STRAIGHT,APPARENTLY NORMAL,WET,DAYLIGHT,NHP,NO
331,INJURY CRASH,CLARK,1/4/16,US95N,2178,E,CLOUDY,0,1,REAR-END,"SEDAN, 4 DOOR",N,27,3,GOING STRAIGHT,APPARENTLY NORMAL,PICKUP,N,33,3,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DARK - CONTINUOUS LIGHTING,NHP,NO
343,PROPERTY DAMAGE ONLY,CLARK,1/4/16,LAKE MEAD BLVD TO US95S INT82,10,N,RAIN,0,0,NON-COLLISION,"SEDAN, 4 DOOR",S,27,0,TURNING RIGHT,APPARENTLY NORMAL,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,WET,DAYLIGHT,NHP,NO
236,INJURY CRASH,CLARK,1/4/16,SR579,269,W,CLOUDY: RAIN,0,1,REAR-END,MOTORSCOOTER,E,34,2,GOING STRAIGHT,Unspecified,PICKUP,Unspecified,Unspecified,2,PARKED,Unspecified,DRY,DARK - CONTINUOUS LIGHTING,LVMPD,NO
271,PROPERTY DAMAGE ONLY,CLARK,1/4/16,SR574,450,W,CLOUDY,0,0,ANGLE,CARRY-ALL,E,42,3,NOT REPORTED,APPARENTLY NORMAL,"SEDAN, 4 DOOR",E,40,3,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DARK - SPOT LIGHTING,LVMPD,NO
292,PROPERTY DAMAGE ONLY,CLARK,1/4/16,N MAIN ST,175,S,CLOUDY,0,0,NON-COLLISION,PICKUP,S,38,2,UNKNOWN,HAD BEEN DRINKING: DRUG INVOLVEMENT,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DAYLIGHT,LVMPD,NO
308,PROPERTY DAMAGE ONLY,CLARK,1/4/16,SR574,400,E,CLEAR,0,0,REAR-END,"SEDAN, 4 DOOR",W,30,3,GOING STRAIGHT,APPARENTLY NORMAL,CARRY-ALL,W,23,3,STOPPED,APPARENTLY NORMAL,WET,DAYLIGHT,NHP,NO
337,PROPERTY DAMAGE ONLY,CLARK,1/4/16,US95S TO IR15S INT42,200,N,CLEAR,0,0,REAR-END,VAN,S,56,0,GOING STRAIGHT,APPARENTLY NORMAL,PICKUP,S,48,0,STOPPED,APPARENTLY NORMAL,DRY,DARK - SPOT LIGHTING,NHP,NO
340,INJURY CRASH,CLARK,1/4/16,MLK N/S TO IR15S INT42,700,N,RAIN,0,1,NON-COLLISION,CARRY-ALL,S,24,0,GOING STRAIGHT,APPARENTLY NORMAL,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DAYLIGHT,NHP,NO
341,PROPERTY DAMAGE ONLY,CLARK,1/4/16,RAINBOW BLVD TO US95N INT82,32,W,RAIN,0,0,NON-COLLISION,"HATCHBACK, 2 DOOR",N,21,0,NOT REPORTED,APPARENTLY NORMAL,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DAYLIGHT,NHP,NO
342,PROPERTY DAMAGE ONLY,CLARK,1/4/16,BALZAR AVE,15,E,CLOUDY,0,0,NON-COLLISION,CARRY-ALL,S,Unspecified,1,GOING STRAIGHT,Unspecified,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,UNKNOWN,LVMPD,NO
250,PROPERTY DAMAGE ONLY,CLARK,1/4/16,CC215N,400,N,CLOUDY: RAIN,0,0,ANGLE,PICKUP,N,Unspecified,0,LEAVING PARK POSITION,Unspecified,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DARK - SPOT LIGHTING,NHP,NO
280,PROPERTY DAMAGE ONLY,CLARK,1/4/16,RAINBOW BLVD,0,AT INT,CLEAR,0,0,NON-COLLISION,CARRY-ALL,W,29,0,GOING STRAIGHT,HAD BEEN DRINKING,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DARK - CONTINUOUS LIGHTING,LVMPD,NO
285,INJURY CRASH,CLARK,1/4/16,LONE MOUNTAIN RD,0,AT INT,RAIN,0,3,ANGLE,"SEDAN, 4 DOOR",N,64,0,GOING STRAIGHT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",W,38,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
365,INJURY CRASH,CLARK,1/5/16,CENTENNIAL CENTER BLVD,668,S,CLOUDY: RAIN,0,1,NON-COLLISION,"SEDAN, 4 DOOR",N,20,2,GOING STRAIGHT,APPARENTLY NORMAL,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DARK - CONTINUOUS LIGHTING,LVMPD,NO
412,PROPERTY DAMAGE ONLY,CLARK,1/5/16,N DECATUR BLVD,0,AT INT,CLOUDY,0,0,ANGLE,"SEDAN, 4 DOOR",E,Unspecified,0,TURNING LEFT,APPARENTLY NORMAL,CARRY-ALL,W,Unspecified,0,GOING STRAIGHT,APPARENTLY NORMAL,Unspecified,Unspecified,NLPD,NO
482,PROPERTY DAMAGE ONLY,CLARK,1/5/16,N DECATUR BLVD,760,N,RAIN,0,0,ANGLE,CARRY-ALL,S,60,2,GOING STRAIGHT,APPARENTLY NORMAL,"TRACTOR TRUCK, DIESEL",S,59,2,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
485,PROPERTY DAMAGE ONLY,CLARK,1/5/16,DURANGO DR TO US95S INT93,100,N,RAIN,0,0,NON-COLLISION,VAN,S,38,0,TURNING RIGHT,APPARENTLY NORMAL,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DARK - SPOT LIGHTING,NHP,NO
526,INJURY CRASH,CLARK,1/5/16,US95N TO CC215N INT91,50,E,RAIN,0,2,ANGLE,CARRY-ALL,W,19,1,GOING STRAIGHT,APPARENTLY NORMAL,"HARDTOP, 4 DOOR",W,24,1,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DARK - SPOT LIGHTING,NHP,NO
528,PROPERTY DAMAGE ONLY,CLARK,1/5/16,W SKYE CANYON PARK DR,225,E,CLEAR,0,0,"SIDESWIPE, OVERTAKING","SEDAN, 4 DOOR",W,32,0,CHANGING LANES,APPARENTLY NORMAL,PICKUP,W,34,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
534,PROPERTY DAMAGE ONLY,CLARK,1/5/16,CC215N,230,E,CLOUDY,0,0,REAR-END,PICKUP,W,49,1,GOING STRAIGHT,APPARENTLY NORMAL,VAN,W,66,1,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
368,INJURY CRASH,CLARK,1/5/16,W SUMMERLIN PKWY,200,W,CLOUDY: RAIN,0,1,ANGLE,CARRY-ALL,W,38,2,NOT REPORTED,APPARENTLY NORMAL,"SEDAN, 4 DOOR",W,77,2,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
435,PROPERTY DAMAGE ONLY,CLARK,1/5/16,SAHARA AVE,750,E,RAIN,0,0,REAR-END,"SEDAN, 2 DOOR",E,83,3,GOING STRAIGHT,INATTENTION/DISTRACTED,VAN,E,59,3,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DARK - SPOT LIGHTING,LVMPD,NO
440,INJURY CRASH,CLARK,1/5/16,N TOWN CENTER DR,0,AT INT,CLEAR,0,1,ANGLE,"SEDAN, 4 DOOR",N,61,0,NOT REPORTED,APPARENTLY NORMAL,"SEDAN, 4 DOOR",W,21,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DARK - SPOT LIGHTING,LVMPD,NO
471,PROPERTY DAMAGE ONLY,CLARK,1/5/16,N TOWN CENTER DR,1,S,RAIN,0,0,NON-COLLISION,"SEDAN, 4 DOOR",N,37,0,NOT REPORTED,Unspecified,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DARK - SPOT LIGHTING,NHP,NO
530,INJURY CRASH,CLARK,1/5/16,SR159,341,E,RAIN,0,2,ANGLE,"SEDAN, 4 DOOR",W,24,0,GOING STRAIGHT,OTHER IMPROPER DRIVING,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DARK - CONTINUOUS LIGHTING,LVMPD,NO
370,INJURY CRASH,CLARK,1/5/16,US95N,900,N,CLOUDY: RAIN,0,1,REAR-END,"SEDAN, 4 DOOR",N,22,1,GOING STRAIGHT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",N,47,1,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DARK - SPOT LIGHTING,NHP,NO
418,INJURY CRASH,CLARK,1/5/16,LAS VEGAS BLVD,0,AT INT,CLEAR,0,1,NON-COLLISION,"SEDAN, 4 DOOR",S,20,0,GOING STRAIGHT,APPARENTLY NORMAL,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DARK - CONTINUOUS LIGHTING,LVMPD,YES
429,INJURY CRASH,CLARK,1/5/16,SR159,14,E,RAIN,0,1,ANGLE,MOTORSCOOTER,W,59,3,TURNING LEFT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",E,59,3,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
434,INJURY CRASH,CLARK,1/5/16,W WYOMING AVE,20,E,RAIN,0,1,REAR-END,PICKUP,W,27,1,GOING STRAIGHT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",W,71,1,STOPPED,APPARENTLY NORMAL,DRY,DARK - CONTINUOUS LIGHTING,LVMPD,NO
444,INJURY CRASH,CLARK,1/5/16,SR159,150,W,RAIN,0,2,REAR-END,VAN,E,49,2,GOING STRAIGHT,"FELL ASLEEP, FAINTED, FATIGUED, ETC.","SEDAN, 4 DOOR",W,35,2,STOPPED,"FELL ASLEEP, FAINTED, FATIGUED, ETC.",DRY,DARK - CONTINUOUS LIGHTING,LVMPD,NO
468,PROPERTY DAMAGE ONLY,CLARK,1/5/16,IR15N TO SR159E INT41,10,S,RAIN,0,0,NON-COLLISION,"SEDAN, 4 DOOR",N,35,0,GOING STRAIGHT,APPARENTLY NORMAL,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DARK - NO LIGHTING,NHP,NO
348,INJURY CRASH,CLARK,1/5/16,VEGAS DR,75,E,CLOUDY: RAIN,0,1,ANGLE,"HARDTOP, 2 DOOR",S,60,0,TURNING LEFT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",W,50,0,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
349,INJURY CRASH,CLARK,1/5/16,SR595,100,N,CLOUDY: RAIN,0,1,ANGLE,"HATCHBACK, 4 DOOR",E,18,1,TURNING LEFT,APPARENTLY NORMAL,VAN,S,66,1,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
366,INJURY CRASH,CLARK,1/5/16,SR595,34,S,CLOUDY: RAIN,0,1,ANGLE,PICKUP,N,30,0,CHANGING LANES,APPARENTLY NORMAL,"SEDAN, 4 DOOR",N,54,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DARK - CONTINUOUS LIGHTING,LVMPD,NO
390,INJURY CRASH,CLARK,1/5/16,N TENAYA WAY,60,S,CLOUDY,0,1,REAR-END,CARRY-ALL,N,72,2,GOING STRAIGHT,Unspecified,CARRY-ALL,N,78,2,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
394,INJURY CRASH,CLARK,1/5/16,W WASHINGTON AVE,5,E,RAIN,0,1,NON-COLLISION,CARRY-ALL,E,21,0,GOING STRAIGHT,APPARENTLY NORMAL,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DAYLIGHT,LVMPD,YES
406,PROPERTY DAMAGE ONLY,CLARK,1/5/16,SMOKE RANCH RD,280,E,RAIN,0,0,ANGLE,Unspecified,W,Unspecified,2,UNKNOWN,Unspecified,"TRACTOR TRUCK, DIESEL",W,23,2,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DARK - CONTINUOUS LIGHTING,LVMPD,NO
410,INJURY CRASH,CLARK,1/5/16,LAKE MEAD BLVD,100,W,RAIN,0,1,NON-COLLISION,"SEDAN, 4 DOOR",E,26,0,TURNING RIGHT,APPARENTLY NORMAL,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DARK - SPOT LIGHTING,NHP,NO
438,PROPERTY DAMAGE ONLY,CLARK,1/5/16,SR159,0,AT INT,CLOUDY,0,0,NON-COLLISION,CARRY-ALL,S,70,0,GOING STRAIGHT,ILLNESS,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DARK - SPOT LIGHTING,LVMPD,NO
443,PROPERTY DAMAGE ONLY,CLARK,1/5/16,SR595,220,S,RAIN,0,0,REAR-END,CARRY-ALL,N,Unspecified,0,CHANGING LANES,APPARENTLY NORMAL,"SEDAN, 4 DOOR",N,Unspecified,0,GOING STRAIGHT,APPARENTLY NORMAL,Unspecified,Unspecified,LVMPD,NO
447,INJURY CRASH,CLARK,1/5/16,CHEYENNE AVE,100,E,CLOUDY,0,2,REAR-END,"SEDAN, 4 DOOR",E,62,3,GOING STRAIGHT,APPARENTLY NORMAL,CARRY-ALL,E,47,3,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
454,INJURY CRASH,CLARK,1/5/16,E SUMMERLIN PKWY,100,W,RAIN,0,1,REAR-END,PICKUP,E,56,3,GOING STRAIGHT,INATTENTION/DISTRACTED,PICKUP,E,30,3,STOPPED,APPARENTLY NORMAL,DRY,DARK - SPOT LIGHTING,NHP,NO
455,INJURY CRASH,CLARK,1/5/16,E SUMMERLIN PKWY,100,W,RAIN,0,1,REAR-END,CARRY-ALL,E,30,3,GOING STRAIGHT,OTHER IMPROPER DRIVING,PICKUP,E,33,3,STOPPED,APPARENTLY NORMAL,DRY,DARK - SPOT LIGHTING,NHP,NO
461,PROPERTY DAMAGE ONLY,CLARK,1/5/16,US95S,200,N,RAIN,0,0,ANGLE,CARRY-ALL,S,44,2,GOING STRAIGHT,APPARENTLY NORMAL,CONVERTIBLE,S,45,2,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DARK - SPOT LIGHTING,NHP,NO
462,PROPERTY DAMAGE ONLY,CLARK,1/5/16,E SUMMERLIN PKWY,20,W,RAIN,0,0,REAR-END,"HATCHBACK, 2 DOOR",E,41,3,GOING STRAIGHT,Unspecified,CARRY-ALL,E,46,3,STOPPED,APPARENTLY NORMAL,DRY,DARK - SPOT LIGHTING,NHP,NO
469,PROPERTY DAMAGE ONLY,CLARK,1/5/16,SUMMERLIN TO US95N,750,S,CLEAR,0,0,NON-COLLISION,CARRY-ALL,N,22,0,GOING STRAIGHT,APPARENTLY NORMAL,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DARK - SPOT LIGHTING,NHP,NO
486,PROPERTY DAMAGE ONLY,CLARK,1/5/16,US95N,200,W,CLOUDY,0,0,ANGLE,"SEDAN, 4 DOOR",N,29,3,NOT REPORTED,APPARENTLY NORMAL,"SEDAN, 4 DOOR",N,84,3,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
500,PROPERTY DAMAGE ONLY,CLARK,1/5/16,US95N TO SR596 INT80,75,E,RAIN,0,0,NON-COLLISION,CONVERTIBLE,N,18,2,TURNING LEFT,APPARENTLY NORMAL,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DAYLIGHT,NHP,NO
507,INJURY CRASH,CLARK,1/5/16,US95S TO SR599S INT77,1000,E,RAIN,0,1,NON-COLLISION,"SEDAN, 4 DOOR",S,23,0,GOING STRAIGHT,APPARENTLY NORMAL,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DARK - SPOT LIGHTING,NHP,NO
519,INJURY CRASH,CLARK,1/5/16,GRAND CENTRAL PARK N TO IR15N INT41,75,S,RAIN,0,1,ANGLE,CARRY-ALL,N,30,2,GOING STRAIGHT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",N,39,2,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DARK - SPOT LIGHTING,NHP,NO
347,INJURY CRASH,CLARK,1/5/16,LAKE MEAD BLVD,260,E,CLOUDY: RAIN,0,2,REAR-END,"HARDTOP, 2 DOOR",W,42,1,GOING STRAIGHT,INATTENTION/DISTRACTED: HAD BEEN DRINKING,"SEDAN, 4 DOOR",W,61,1,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
420,INJURY CRASH,CLARK,1/5/16,SR599,48,S,CLOUDY,0,1,NON-COLLISION,CARRY-ALL,S,Unspecified,0,GOING STRAIGHT,Unspecified,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DARK - CONTINUOUS LIGHTING,LVMPD,NO
